"caseid_new","w5_duration","w5_source","w5_complete","w5_status","w5x_qualified","w5x_marry","w5x_last","w5x_year","w5x_civil","w5x_month","w5x_civyear","w5x_civmonth","w5_q1","w5_q2","w5_sex_frequency","w5_p_monogamy","w5_identity","w5_outness","w5_q3","w5_q4","w5_mbtiming_month","w5_mbtiming_year","w5_q5","w5_q6","w5_q7","w5_mar_year","w5_mar_month","w5_q8","w5_civ_year","w5_civ_month","w5_q9","w5_q10","w5_nonmbtiming_year","w5_nonmbtiming_month","w5_broke_up","w5_HCMST_interview_fin_yrmo","w2345_combo_breakup","responded_to_w234or5","pp5_ppage","pp5_ppagecat","pp5_ppagect4","pp5_ppeduc","pp5_ppeducat","pp5_ppethm","pp5_ppgender","pp5_pphhhead","pp5_pphhsize","pp5_pphouse","pp5_ppincimp","pp5_ppmarit","pp5_ppcmdate_yrmo","pp5_newer","pp5_ppmsacat","pp5_ppreg4","pp5_ppreg9","pp5_pprent","pp5_ppt01","pp5_ppt25","pp5_ppt612","pp5_ppt1317","pp5_ppt18ov","pp5_ppwork","pp5_ppnet","ppmarit_2014","ppcmarit_2014_yrmo","ppmarit_2013","ppcmarit_2013_yrmo","ppmarit_2012","ppcmarit_2012_yrmo","ppmarit_2011","ppcmarit_2011_yrmo","ppmarit_2010","ppcmarit_2010_yrmo","ppmarit_2009","ppcmarit_2009_yrmo","ppmarit_2007","ppcmarit_2007_yrmo"
404645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6,4,10,3,1,1,1,1,3,11,5,201007,0,1,2,3,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,5,201007,5,200904,5,200710
405782,0,0,0,3,1,2,1,2013,0,11,2013,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,7,4,10,3,1,2,1,1,1,11,2,200904,0,1,1,1,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,2,200904,2,200710
406672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72,6,4,8,1,1,1,1,1,4,7,2,201405,1,1,1,1,1,0,0,0,0,1,5,1,2,201405,2,201305,2,201207,2,201108,2,201008,2,200904,2,200804
407802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,4,6,1,1,2,0,1,1,3,2,201404,1,1,3,7,3,0,0,0,0,1,5,1,2,201404,2,201305,2,201207,2,201107,2,201007,2,200904,2,200710
408642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,4,10,3,1,2,1,1,3,3,2,201007,0,1,3,5,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,2,201007,2,200904,2,200710
409345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,2,12,4,1,2,1,1,3,10,5,201107,0,1,2,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,5,201107,5,201007,5,200905,5,200710
412281,0,0,0,0,0,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,2,2,11,3,1,2,0,3,4,2,3,201405,1,1,2,3,3,0,0,1,0,2,1,0,3,201405,3,201305,3,201207,1,201106,1,201007,1,200905,1,200710
413606,1,1,1,1,1,1,1,2013,1,3,2013,3,1,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411,0,1,66,6,4,12,4,4,2,1,4,2,18,1,201405,1,1,4,9,1,0,0,0,0,4,2,1,1,201405,1,201305,1,201207,1,201107,1,201012,1,200905,6,200805
414721,5,1,1,2,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,78,7,4,4,1,1,2,1,2,1,6,1,201405,1,1,4,9,3,0,0,0,0,2,5,1,1,201405,1,201305,1,201206,1,201106,1,201007,1,200905,1,200712
415812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,4,9,2,1,1,1,1,1,8,2,201405,1,1,2,4,1,0,0,0,0,1,1,1,2,201405,2,201304,2,201207,2,201105,2,201007,2,200904,2,200710
416465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,3,12,4,4,1,1,1,1,15,5,201404,1,1,2,3,1,0,0,0,0,1,1,1,5,201404,5,201305,5,201208,5,201107,5,201007,5,200904,5,200806
417833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,4,10,3,1,1,1,1,3,7,3,200904,0,1,4,9,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,200904,3,200711
419535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3,11,3,1,1,1,1,3,4,5,201405,1,1,4,8,2,0,0,0,0,1,5,1,5,201405,5,201305,5,201206,5,201106,5,201007,5,200904,5,200710
420285,1,1,1,1,1,2,1,2013,0,3,2013,3,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,201412,0,1,34,2,2,12,4,1,1,1,3,1,17,5,201405,1,1,4,9,2,0,0,0,0,3,2,1,5,201405,5,201305,5,201207,6,201107,5,201007,6,200904,5,200710
421436,0,0,0,4,1,1,3,2011,1,5,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,4,3,12,4,1,2,1,2,1,19,1,200904,0,1,4,9,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,200904,6,200712
422485,2,1,1,1,1,2,1,2013,1,3,2013,3,0,0,3,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,201412,0,1,54,4,3,8,1,2,1,1,1,2,6,5,201405,1,1,1,1,2,0,0,0,0,1,6,1,5,201405,6,201305,5,201208,5,201107,5,201007,5,200904,5,200712
423411,0,0,0,2,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,4,3,9,2,1,1,1,3,1,15,1,201106,0,0,2,3,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,201106,1,201007,1,200904,1,200710
425381,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,44,3,2,12,4,1,2,1,3,1,14,1,201405,1,1,4,8,1,0,0,0,1,2,1,1,1,201405,1,201305,1,201206,1,201108,1,201007,1,200905,1,200710
426245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,2,9,2,1,1,0,3,1,13,5,201107,0,0,3,6,2,0,0,0,0,3,4,1,0,0,0,0,0,0,5,201107,5,201007,5,200905,5,200711
427821,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,7,4,9,2,5,2,1,2,3,9,1,201305,0,1,1,2,3,0,0,0,0,2,5,1,0,0,1,201305,1,201206,1,201107,1,201007,1,200904,1,200711
428395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,3,9,2,1,1,1,1,1,8,5,201405,1,1,1,2,1,0,0,0,0,1,1,1,5,201405,5,201305,5,201206,5,201107,5,201007,5,200904,5,200710
429306,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411,0,1,36,3,2,13,4,1,2,1,4,1,15,1,201405,1,1,3,5,1,1,1,0,0,2,1,1,1,201405,1,201305,1,201208,1,201107,1,201007,1,200905,6,200710
430623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,6,4,10,3,1,2,1,1,1,18,3,201305,0,1,2,3,1,0,0,0,0,1,1,1,0,0,3,201305,3,201208,3,201107,3,201007,3,200904,3,200711
431851,0,0,0,4,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,7,4,13,4,1,1,1,1,2,7,1,201207,0,1,3,5,1,0,0,0,0,1,5,1,0,0,0,0,1,201207,1,201107,1,201007,1,200905,1,200712
432411,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,47,4,3,12,4,4,1,1,4,1,16,1,201405,1,1,1,2,1,0,0,0,1,3,1,1,1,201405,1,201305,1,201207,1,201107,1,201007,1,200905,1,200808
433481,0,0,0,4,1,1,4,2010,0,3,2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,4,3,14,4,1,1,1,3,1,16,1,201008,0,1,3,5,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,201008,1,200904,1,200710
434455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,3,10,3,1,1,1,2,1,12,5,201107,0,1,4,9,2,0,0,0,0,2,6,1,0,0,0,0,0,0,5,201107,5,201007,5,200904,5,200711
435535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3,13,4,1,1,1,1,2,15,5,201208,0,1,3,5,1,0,0,0,0,1,1,1,0,0,0,0,5,201208,5,201108,5,201005,5,200904,5,200710
436712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7,4,8,1,1,2,1,1,1,9,2,200905,0,1,3,7,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,200905,2,200806
437831,0,0,0,2,1,1,3,2011,0,5,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,7,4,12,4,1,1,1,2,1,17,1,201007,0,1,2,3,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,1,201007,1,200905,1,200711
438615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6,4,12,4,1,1,1,1,3,8,5,201405,1,1,4,9,2,0,0,0,0,1,5,0,5,201405,5,201305,5,201206,5,201107,5,201007,5,200904,5,200712
439271,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,2,12,4,1,2,1,3,1,15,1,201007,0,1,2,4,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200710
440811,0,0,0,2,1,1,4,2010,0,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,7,4,13,4,1,1,1,2,1,8,1,201007,0,0,2,4,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,1,201007,1,200905,1,200710
441341,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,40,3,2,12,4,1,1,1,5,1,15,1,201405,1,1,3,5,1,0,0,3,0,2,1,1,1,201405,1,201305,1,201206,1,201106,1,201007,1,200912,1,200710
442336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,2,13,4,1,1,1,2,1,18,1,201405,1,1,1,1,1,0,0,0,0,2,1,1,1,201405,1,201305,1,201206,1,201107,1,201007,6,200904,6,200710
443301,10,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,36,3,2,12,4,1,1,1,3,1,14,1,201405,1,1,4,9,1,0,1,0,0,2,2,1,1,201405,1,201305,1,201207,1,201105,1,201007,1,200904,1,200710
444371,0,0,0,2,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,3,2,11,3,1,1,1,2,1,10,1,201207,0,1,3,5,1,0,0,0,0,2,1,1,0,0,0,0,1,201207,1,201107,1,201007,1,200904,1,200711
445591,0,0,0,4,1,1,5,2009,0,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,4,9,2,1,2,1,2,1,15,1,200904,0,1,1,1,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200711
447445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,3,13,4,1,1,1,1,3,17,5,201405,1,1,2,3,1,0,0,0,0,1,1,1,5,201405,5,201305,5,201207,5,201107,5,201007,5,200904,5,200710
448326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,3,2,10,3,1,2,0,2,1,16,5,201405,1,1,3,5,1,0,0,0,0,2,1,1,5,201405,5,201305,5,201206,5,201106,6,201008,6,200904,6,200711
449566,0,0,0,2,1,1,5,2009,1,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,4,12,4,1,2,1,2,1,14,6,200808,0,1,1,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,200808
450291,0,0,0,2,1,1,1,2013,0,4,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,3,2,12,4,1,2,1,4,1,9,1,201007,0,1,1,2,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200710
451325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,2,10,3,1,1,1,1,3,3,5,201405,1,1,1,2,2,0,0,0,0,1,7,1,5,201405,5,201305,5,201207,5,201107,5,201007,5,200904,5,200801
452446,1,1,1,1,1,2,1,2013,1,3,2013,3,0,0,5,1,2,1,0,0,0,0,1,1,1,2014,1,0,0,0,0,0,0,0,0,201412,0,1,50,4,3,12,4,1,1,1,2,3,18,1,201405,1,1,4,9,1,0,0,0,0,2,1,1,1,201405,6,201305,6,201206,6,201107,6,201007,6,200905,6,200711
453361,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,42,3,2,10,3,1,1,1,4,1,15,1,201405,1,1,3,5,1,0,0,1,1,2,1,1,1,201405,1,201305,1,201206,1,201106,1,201007,1,200904,1,200801
454456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,4,3,12,4,1,1,1,1,1,12,4,201206,0,1,2,3,1,0,0,0,0,1,1,1,0,0,0,0,4,201206,5,201106,5,201007,4,200904,6,200711
455601,0,0,0,4,1,1,4,2010,0,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,6,4,9,2,1,2,1,2,1,14,1,200904,0,1,1,2,1,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200711
456692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,6,4,10,3,1,1,1,1,4,4,2,201405,1,1,4,9,1,0,0,0,0,1,5,0,2,201405,2,201305,2,201206,2,201107,2,201007,2,200904,2,200711
458621,0,0,0,4,1,1,4,2010,0,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,6,4,14,4,1,1,1,2,1,13,1,201007,0,1,4,8,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,201007,1,200903,1,200710
459505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,3,7,1,2,2,1,2,3,13,5,201405,1,1,3,5,2,0,0,0,0,2,1,1,5,201405,3,201305,5,201207,5,201107,3,201007,5,200904,5,200710
461511,0,2,1,3,1,1,3,2011,0,6,2009,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502,0,1,57,5,3,9,2,1,1,1,2,1,16,1,200907,0,1,2,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,200907,1,200710
463603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4,9,2,1,2,1,1,1,6,3,201206,0,0,2,4,1,0,0,0,0,1,5,1,0,0,0,0,3,201206,3,201107,3,201007,3,200904,3,200710
464712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7,4,10,3,4,2,1,2,4,12,2,201007,0,1,4,9,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,201007,2,201002,2,200710
465386,0,0,0,0,0,2,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,3,2,13,4,1,1,1,1,3,14,5,201405,1,1,1,1,2,0,0,0,0,1,2,1,5,201405,5,201305,5,201207,5,201105,5,201007,6,200904,6,200711
466852,0,0,0,2,1,2,5,2009,0,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,7,4,9,2,1,2,1,1,1,10,2,200904,0,1,1,1,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,200904,2,200710
467563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,4,12,4,1,2,1,1,3,3,3,201405,1,1,4,9,2,0,0,0,0,1,2,1,3,201405,3,201306,3,201208,3,201107,3,201007,3,200904,3,200710
468225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,2,1,10,3,2,2,0,5,1,13,3,201405,1,0,3,5,1,0,2,0,0,3,4,1,3,201405,3,201305,4,201206,4,201105,4,201008,4,200904,5,200710
469391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,4,3,10,3,1,1,1,3,1,12,3,201207,0,1,4,8,1,0,0,0,0,3,1,1,0,0,0,0,3,201207,3,201106,4,201007,1,200904,1,200712
470261,5,1,1,2,1,1,1,2013,0,5,2013,5,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,32,2,2,12,4,1,2,1,2,1,13,1,201007,0,0,3,6,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,201007,1,200905,1,200712
471426,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,48,4,3,8,1,1,2,0,3,1,3,1,201405,1,1,2,3,1,0,0,0,0,3,2,1,1,201405,1,201306,6,201206,6,201107,6,201007,6,200904,6,200711
472431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,4,3,12,4,4,1,1,3,1,16,1,201305,0,1,3,7,1,0,0,1,0,2,1,1,0,0,1,201305,1,201207,1,201107,1,201007,1,200904,1,200801
473812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,4,14,4,1,2,1,1,1,15,2,200904,0,0,2,3,3,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,200904,2,200710
474365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,2,11,3,3,2,1,1,3,14,5,200904,0,1,3,5,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,200904,5,200806
475485,0,0,0,4,1,2,5,2009,1,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,3,10,3,1,1,1,1,3,7,5,200904,0,1,4,8,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,200904,5,200810
477274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,2,12,4,2,1,1,2,3,9,1,201405,1,1,1,2,2,0,0,0,0,2,4,1,1,201405,1,201305,1,201206,1,201111,4,201007,5,200904,4,200710
478561,0,2,1,3,1,1,3,2011,0,6,2009,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502,0,1,61,5,4,9,2,1,2,1,2,1,11,1,200904,0,1,4,8,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,200904,1,200710
479603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4,9,2,1,1,1,1,1,7,3,200907,0,0,4,9,2,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,3,200907,3,200710
480501,0,0,0,2,1,1,5,2009,0,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,3,4,1,1,2,1,2,1,7,1,200804,0,0,2,4,2,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,200804
481445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,4,3,14,4,5,2,0,2,1,10,5,200711,0,1,3,5,1,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,5,200711
482435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,3,8,1,5,2,1,4,3,6,5,201406,1,1,3,5,2,0,0,1,2,1,6,1,5,201406,5,201305,5,201207,5,201109,5,201007,5,200904,5,200804
483591,0,0,0,4,1,1,4,2010,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,6,4,4,1,1,1,1,5,1,16,1,201010,0,0,2,4,1,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,201010,1,200905,1,200806
484581,2,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,63,5,4,12,4,5,1,1,2,1,13,1,201405,1,1,3,6,1,0,0,0,0,2,2,1,1,201405,1,201306,1,201208,1,201106,1,201007,1,201003,1,200711
487225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,1,11,3,1,1,0,4,1,15,5,201405,1,1,2,3,1,0,0,0,0,4,1,1,5,201405,5,201306,5,201207,5,201107,5,201009,5,200906,5,200710
488693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,7,4,9,2,1,2,1,1,3,10,3,201002,0,1,1,2,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,201002,3,200710
489621,0,0,0,2,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,6,4,9,2,1,2,1,2,3,11,1,201112,0,1,2,4,2,0,0,0,0,2,5,1,0,0,0,0,0,0,1,201112,1,201007,1,200907,1,200712
490291,0,0,0,2,1,1,1,2013,0,4,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,2,13,4,1,2,1,3,3,13,1,201307,0,1,4,9,2,0,0,1,0,2,7,1,0,0,1,201307,1,201207,1,201107,1,201007,1,200904,1,200710
491772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,83,7,4,6,1,1,1,1,1,1,10,2,200904,0,1,3,5,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,200904,2,200710
492215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,1,12,4,1,1,0,2,1,1,5,201007,0,1,1,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,5,201007,5,200904,5,200710
493702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,7,4,9,2,2,2,0,2,1,11,2,200907,0,0,3,6,1,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,2,200907,2,200710
494215,4,1,1,1,1,2,1,2013,0,3,2013,3,0,0,3,1,1,0,0,0,0,0,1,1,1,2013,4,0,0,0,0,0,0,0,0,201412,0,1,26,2,1,12,4,1,2,1,2,2,15,1,201405,1,1,4,8,2,0,0,0,0,2,1,1,1,201405,1,201305,5,201207,5,201106,5,201007,5,200904,5,200801
