"caseid_new","w5_duration","w5_source","w5_complete","w5_status","w5x_qualified","w5x_marry","w5x_last","w5x_year","w5x_civil","w5x_month","w5x_civyear","w5x_civmonth","w5_q1","w5_q2","w5_sex_frequency","w5_p_monogamy","w5_identity","w5_outness","w5_q3","w5_q4","w5_mbtiming_month","w5_mbtiming_year","w5_q5","w5_q6","w5_q7","w5_mar_year","w5_mar_month","w5_q8","w5_civ_year","w5_civ_month","w5_q9","w5_q10","w5_nonmbtiming_year","w5_nonmbtiming_month","w5_broke_up","w5_HCMST_interview_fin_yrmo","w2345_combo_breakup","responded_to_w234or5","pp5_ppage","pp5_ppagecat","pp5_ppagect4","pp5_ppeduc","pp5_ppeducat","pp5_ppethm","pp5_ppgender","pp5_pphhhead","pp5_pphhsize","pp5_pphouse","pp5_ppincimp","pp5_ppmarit","pp5_ppcmdate_yrmo","pp5_newer","pp5_ppmsacat","pp5_ppreg4","pp5_ppreg9","pp5_pprent","pp5_ppt01","pp5_ppt25","pp5_ppt612","pp5_ppt1317","pp5_ppt18ov","pp5_ppwork","pp5_ppnet","ppmarit_2014","ppcmarit_2014_yrmo","ppmarit_2013","ppcmarit_2013_yrmo","ppmarit_2012","ppcmarit_2012_yrmo","ppmarit_2011","ppcmarit_2011_yrmo","ppmarit_2010","ppcmarit_2010_yrmo","ppmarit_2009","ppcmarit_2009_yrmo","ppmarit_2007","ppcmarit_2007_yrmo"
22526,1,1,1,1,1,2,1,2013,0,3,2013,3,0,0,3,1,3,2,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,201412,0,1,58,5,3,12,4,4,2,1,2,3,6,6,201405,0,1,2,3,2,0,0,0,0,2,6,1,6,201405,6,201305,6,201207,6,201107,6,201007,6,200905,6,200711
23286,0,1,1,1,1,1,1,2013,1,3,2013,3,1,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,34,2,2,14,4,1,2,1,4,2,11,1,201405,0,1,4,9,1,1,1,0,0,2,1,1,1,201405,1,201309,6,201208,1,201106,6,201007,1,200904,6,200711
25495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,3,9,2,2,2,1,2,3,8,5,201405,1,1,3,7,2,0,0,0,0,2,1,1,5,201405,5,201305,5,201206,5,201106,5,201007,5,200904,5,200711
26315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,3,2,11,3,1,1,1,1,3,11,5,201405,1,1,3,5,1,0,0,0,0,1,1,1,5,201405,5,201309,5,201206,5,201106,5,201007,5,200905,5,200710
27355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,2,9,2,1,1,1,2,1,11,5,201405,1,1,3,5,1,0,0,0,0,2,2,1,5,201405,5,201305,5,201206,5,201106,5,201005,5,200904,5,200710
27695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,7,4,10,3,1,1,1,1,3,6,5,201306,0,1,2,3,2,0,0,0,0,1,5,1,0,0,5,201306,5,201208,5,201107,5,201007,5,200904,5,200711
28536,1,1,1,1,1,2,1,2013,0,3,2013,3,0,0,5,2,2,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,201412,0,1,59,5,3,12,4,1,1,1,2,1,19,6,201405,1,1,2,4,1,0,0,0,0,2,1,1,6,201405,6,201305,6,201206,6,201107,6,201007,6,200904,6,200710
29584,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,63,5,4,13,4,1,1,0,3,1,19,1,201405,1,1,3,5,1,0,0,0,0,3,5,1,1,201405,1,201305,1,201208,4,201107,4,201007,4,200904,4,200710
30393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,3,9,2,1,1,1,1,3,10,3,201404,1,1,2,3,2,0,0,0,0,1,1,1,3,201404,3,201305,3,201206,3,201107,3,201007,3,200904,3,200710
31456,0,0,0,2,1,2,5,2009,0,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,3,10,3,1,1,1,3,1,13,6,200904,0,1,3,6,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,6,200904,6,200803
32656,0,0,0,4,1,2,3,2011,1,6,2011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,6,4,13,4,1,2,1,2,1,17,6,200710,0,1,1,2,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,200710
33536,14,1,1,2,1,2,1,2013,0,3,2013,3,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2014,2,1,201412,1,1,59,5,3,14,4,1,1,1,2,2,19,6,201207,0,1,4,9,1,0,0,0,0,2,2,1,0,0,0,0,6,201207,6,201107,6,201007,6,200905,6,200809
34341,4241,1,1,2,1,1,1,2013,0,3,2013,3,1,1,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,40,3,2,12,4,1,2,1,2,3,14,1,201007,0,1,4,9,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,201007,1,200905,1,200801
35653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,6,4,13,4,1,1,1,2,1,11,6,201409,1,1,4,8,1,0,0,0,0,2,1,1,6,201409,6,201305,5,201208,5,201107,5,201008,5,200904,3,200712
36493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,4,3,12,4,1,1,1,1,3,9,3,201209,0,1,2,4,2,0,0,0,0,1,1,1,0,0,0,0,3,201209,3,201107,3,201004,3,200904,3,200711
37656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,4,12,4,1,2,1,2,2,9,6,201405,1,1,1,2,1,0,0,0,0,2,5,1,6,201405,6,201305,3,201207,3,201107,3,201007,3,200905,6,200710
38895,0,0,0,2,1,2,3,2011,0,4,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,7,4,10,3,1,1,0,1,1,4,3,201208,0,1,4,9,2,0,0,0,0,1,5,1,0,0,0,0,3,201208,3,201107,3,201007,3,200908,5,200807
39415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,3,12,4,1,1,1,1,2,14,5,201405,1,1,3,5,1,0,0,0,0,1,1,1,5,201405,5,201305,5,201207,5,201107,5,201007,5,200904,5,200712
40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,3,2,14,4,1,1,1,2,3,19,6,201404,1,1,4,9,2,0,0,0,0,2,1,1,6,201404,5,201305,5,201207,5,201107,5,201007,5,200904,5,200710
41505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56,5,3,9,2,1,1,1,1,1,1,5,201405,1,1,3,7,1,0,0,0,0,1,4,1,5,201405,5,201306,5,201207,5,201107,5,201007,5,200904,5,200710
42645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6,4,10,3,1,1,1,1,2,7,5,201405,1,1,2,3,1,0,0,0,0,1,5,1,5,201405,5,201306,5,201206,5,201107,5,201007,5,200904,5,200711
43381,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,3,2,13,4,1,1,1,3,1,19,1,201404,1,1,1,1,1,0,0,0,1,2,1,1,1,201404,1,201305,1,201206,1,201107,1,201007,1,200904,1,200711
44486,0,0,0,0,0,1,1,2013,1,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,4,3,11,3,2,2,1,2,3,15,4,201107,0,1,4,9,2,0,0,0,0,2,1,1,0,0,0,0,0,0,4,201107,6,201009,6,200904,6,200806
45653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,4,13,4,1,1,1,1,1,6,3,201107,0,1,2,3,1,0,0,0,0,1,5,1,0,0,0,0,0,0,3,201107,3,201008,3,200904,3,200710
46746,2,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411,0,1,79,7,4,14,4,1,1,1,2,1,13,1,201406,1,1,4,8,1,0,0,0,0,2,5,1,1,201406,1,201306,1,201207,1,201107,1,201007,6,200904,6,200710
48225,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,28,2,1,13,4,1,1,1,1,1,16,1,201404,1,1,2,4,1,0,0,0,0,1,1,1,1,201404,1,201305,1,201206,1,201106,5,201007,5,200904,5,200710
49731,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,79,7,4,5,1,1,1,1,2,1,8,1,201405,1,0,1,1,1,0,0,0,0,2,5,1,1,201405,1,201305,1,201206,1,201107,1,201007,1,200905,1,200710
50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4,10,3,1,1,1,2,3,8,5,201405,1,1,4,9,2,0,0,0,0,2,5,1,5,201405,5,201305,5,201206,5,201106,5,201008,5,200904,5,200711
51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,3,2,12,4,4,1,1,3,1,15,5,201405,1,1,3,5,1,0,0,0,0,3,1,1,5,201405,5,201305,5,201206,5,201107,6,201007,6,200904,6,200712
53436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,3,10,3,1,1,1,1,3,12,5,201108,0,1,2,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,5,201108,5,201011,5,200910,6,200710
54415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,4,3,9,2,1,2,0,2,1,10,5,201404,1,1,4,9,1,0,0,0,0,2,4,1,5,201404,5,201305,5,201207,5,201112,5,201007,5,200904,5,200710
55365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,3,2,11,3,2,2,1,2,3,12,5,201305,0,1,3,5,2,0,0,0,0,2,1,1,0,0,5,201305,5,201207,5,201107,5,201007,5,200904,5,200710
55686,0,0,0,4,1,2,1,2013,0,11,2013,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,6,4,12,4,1,1,1,2,1,10,6,200710,0,1,4,9,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,200710
56536,2,1,1,1,1,2,1,2013,0,3,2013,3,0,0,5,2,3,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,201412,0,1,59,5,3,12,4,4,2,1,2,1,14,1,201305,0,1,4,8,2,0,0,0,0,2,1,1,0,0,1,201305,6,201208,6,201107,6,201007,6,200904,6,200802
57485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,3,9,2,1,2,1,1,3,10,5,201107,0,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,201107,5,201007,5,200904,5,200710
58295,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,35,3,2,12,4,1,2,1,3,1,13,1,201404,1,1,4,9,1,1,0,0,0,2,1,1,1,201404,1,201305,1,201206,1,201107,6,201007,5,200904,5,200710
59265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,2,13,4,1,2,1,1,3,13,5,201405,1,1,3,5,2,0,0,0,0,1,1,1,5,201405,5,201305,5,201207,5,201107,5,201007,5,200904,5,200712
60743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,7,4,13,4,1,1,1,2,3,13,3,200906,0,1,4,9,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3,200906,3,200711
62283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,2,2,10,3,1,2,1,1,3,11,3,201106,0,1,2,4,2,0,0,0,0,1,1,1,0,0,0,0,0,0,3,201106,3,201007,3,200904,3,200801
63435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,3,10,3,1,1,1,1,1,12,5,201405,1,1,3,5,1,0,0,0,0,1,1,1,5,201405,5,201305,5,201207,5,201107,5,201007,5,200905,5,200810
64331,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,39,3,2,9,2,4,1,1,3,1,13,1,201404,1,1,4,9,1,0,0,0,1,2,1,1,1,201404,1,201305,1,201206,1,201106,1,201007,1,200904,1,200710
65446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,4,3,10,3,1,2,1,1,1,8,5,201405,1,1,3,5,1,0,0,0,0,1,2,1,5,201405,5,201305,5,201207,5,201106,5,201007,5,200904,6,200710
66345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,2,12,4,1,2,0,2,1,11,5,201408,1,0,2,3,1,0,0,0,0,2,4,1,5,201408,5,201309,5,201208,5,201107,5,201008,5,200905,5,200711
66484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,4,3,10,3,1,1,1,1,1,4,3,201107,0,1,3,5,2,0,0,0,0,1,6,0,0,0,0,0,0,0,3,201107,3,201007,3,200904,4,200802
67535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3,12,4,1,2,1,1,2,7,5,201405,1,1,2,4,1,0,0,0,0,1,6,1,5,201405,5,201306,5,201209,5,201108,5,201007,5,200904,5,200805
68546,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,60,5,4,13,4,1,2,1,2,2,9,6,201405,1,1,2,4,1,0,0,0,0,2,1,1,6,201405,6,201305,6,201207,6,201106,6,201007,6,200904,6,200710
69311,0,0,0,2,1,1,1,2013,0,4,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3,2,11,3,1,1,0,5,1,8,1,201206,0,1,2,3,1,0,0,1,0,4,1,1,0,0,0,0,1,201206,1,201107,1,201007,1,200905,1,200710
70603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,4,10,3,1,2,1,1,3,3,3,200905,0,1,1,2,2,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,3,200905,3,200711
71523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,3,11,3,1,2,1,1,1,14,3,201404,1,1,3,5,1,0,0,0,0,1,1,1,3,201404,3,201306,3,201207,3,201107,3,201007,3,200907,3,200710
72515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57,5,3,10,3,1,1,0,3,1,7,5,201405,1,1,2,3,1,0,0,0,0,3,7,1,5,201405,5,201308,5,201208,5,201106,5,201007,5,200904,5,200710
73603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,6,4,9,2,1,1,1,1,1,6,3,200905,0,1,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,200905,3,200710
74415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,3,13,4,1,2,1,1,1,13,5,201405,1,0,4,9,1,0,0,0,0,1,1,1,5,201405,5,201306,5,201207,5,201107,5,201007,5,200904,5,200710
75621,0,0,0,4,1,1,4,2010,0,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,6,4,10,3,1,1,1,2,1,13,1,201007,0,0,3,6,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200710
75685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,4,12,4,1,1,1,1,3,5,5,201407,1,1,3,5,2,0,0,0,0,1,5,1,5,201407,5,201305,5,201207,5,201106,5,201007,5,200904,5,200712
76832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7,4,9,2,1,2,1,1,1,8,2,200904,0,1,1,2,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,200904,2,200712
77256,0,0,0,2,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,2,12,4,1,2,1,2,1,15,1,201207,0,1,2,4,1,0,0,0,0,2,1,1,0,0,0,0,1,201207,1,201107,1,201007,1,200904,6,200710
78351,0,0,0,2,1,1,1,2013,0,4,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,3,2,10,3,1,1,1,2,2,15,1,201207,0,1,3,5,1,0,0,0,0,2,4,1,0,0,0,0,1,201207,1,201106,1,201007,1,200904,1,200710
79405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,3,12,4,1,1,1,1,1,8,5,201106,0,0,3,6,1,0,0,0,0,1,2,1,0,0,0,0,0,0,5,201106,5,201007,5,200904,5,200710
79731,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201501,0,1,79,7,4,13,4,1,1,1,2,2,13,1,201408,1,1,2,3,1,0,0,0,0,2,5,1,1,201408,1,201306,1,201206,1,201106,1,201007,1,200904,1,200712
80656,0,0,0,4,1,2,3,2011,0,4,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,6,4,12,4,1,1,1,1,2,4,6,201107,0,1,1,2,1,0,0,0,0,1,5,1,0,0,0,0,0,0,6,201107,6,201007,6,200905,6,200712
81286,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,34,2,2,12,4,1,1,1,3,1,14,1,201405,1,1,3,7,1,0,1,0,0,2,1,1,1,201405,1,201305,1,201208,1,201107,1,201007,5,200904,6,200710
82431,0,0,0,2,1,1,4,2010,0,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,4,3,6,1,1,2,0,3,1,6,1,201007,0,1,2,4,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200710
83431,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,49,4,3,12,4,1,2,1,3,1,15,1,201405,1,1,3,5,1,0,0,0,1,2,1,1,1,201405,1,201305,1,201207,1,201106,1,201007,1,200904,1,200710
84485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,3,11,3,1,2,1,1,1,12,5,200904,0,1,3,7,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,200904,5,200710
85281,0,0,0,2,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,2,12,4,1,2,1,4,1,16,1,201009,0,0,3,5,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,201009,1,200903,1,200710
86591,0,2,1,2,1,1,3,2011,0,5,2009,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502,0,1,65,6,4,10,3,1,2,1,2,1,4,1,201007,0,0,3,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200711
88205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,1,12,4,1,1,1,1,1,16,5,201404,1,1,2,3,1,0,0,0,0,1,1,1,5,201404,5,201305,5,201207,5,201106,5,201007,5,200904,5,200801
89766,0,2,1,3,1,2,1,2013,0,11,2013,11,0,0,4,1,2,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,201502,0,1,82,7,4,12,4,1,1,1,2,1,13,6,200904,0,1,3,5,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,6,200904,6,200711
90315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,2,10,3,1,2,1,2,1,12,5,201405,1,1,1,2,1,0,0,0,0,2,2,1,5,201405,5,201305,5,201208,5,201107,5,201007,5,200905,5,200801
92625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,6,4,13,4,1,2,1,1,1,12,5,201407,1,0,1,2,1,0,0,0,0,1,5,1,5,201407,5,201305,5,201207,5,201107,5,201010,5,200904,5,200805
94431,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,4,3,13,4,4,1,1,2,1,15,1,201305,0,1,4,9,1,0,0,0,0,2,1,1,0,0,1,201305,1,201206,1,201107,1,201007,1,200904,1,200710
95431,0,0,0,2,1,1,3,2011,0,4,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,4,3,9,2,1,1,1,5,1,14,1,200905,0,1,2,4,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,200905,1,200710
96335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,2,13,4,1,2,1,2,1,18,5,201405,1,1,3,7,1,0,0,0,0,2,1,1,5,201405,5,201305,5,201207,5,201106,5,201007,5,200904,5,200711
97195,0,0,0,0,0,2,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,2,1,12,4,1,1,0,2,1,17,5,201405,1,0,2,3,2,0,0,0,0,2,2,1,5,201405,5,201305,5,201206,5,201107,5,201007,5,200905,5,200710
98306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,2,9,2,1,2,1,7,1,3,5,200905,0,1,2,3,2,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,5,200905,6,200712
99611,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,6,4,12,4,3,1,0,2,1,15,1,201305,0,1,3,5,1,0,0,0,0,2,5,1,0,0,1,201305,1,201207,1,201106,1,201007,1,200904,1,200712
100331,5,1,1,1,1,1,1,2013,0,3,2013,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,39,3,2,13,4,1,1,1,1,1,11,1,201405,1,1,4,9,1,0,0,0,0,1,2,1,1,201405,1,201305,1,201206,1,201107,1,201007,1,200904,1,200710
101533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,3,10,3,1,2,1,1,1,9,3,201306,0,1,4,8,1,0,0,0,0,1,1,1,0,0,3,201306,3,201207,3,201107,3,201007,3,200904,3,200711
102345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,2,9,2,1,1,0,3,1,9,5,201405,1,0,3,5,1,0,0,0,0,3,1,1,5,201405,5,201305,5,201206,5,201107,5,201007,5,200904,5,200710
103545,1,1,1,1,1,2,1,2013,0,3,2013,3,0,0,3,1,4,3,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,201412,0,1,60,5,4,12,4,1,2,1,1,1,13,5,201405,1,1,2,3,1,0,0,0,0,1,5,1,5,201405,5,201308,5,201208,5,201106,5,201007,6,200904,5,200710
