"caseid_new","w4_xqualified","w4_status","w4_complete","w4_source","w4_duration","w4_HCMST_interview_fin_yrmo","w4_xtype","w4_xyear","w4_xmonth","w4_xmarry","w4_xlast","w4_xwave1_month","w4_xcivil","w4_xss","w4_q1","w4_q2","w4_quality","w4_attractive","w4_attractive_partner","w4_q3","w4_q4","w4_mbtiming_year","w4_mbtiming_month","w4_q5","w4_q6","w4_q7","w4_mar_year","w4_mar_month","w4_civ_year","w4_q8_a","w4_q8_b","w4_q9","w4_q10","w4_nonmbtiming_year","w4_nonmbtiming_month","relationship_quality_w4","w4_broke_up","w234_combo_breakup","pp4_ppeduc","pp4_ppeducat","pp4_ppethm","pp4_pphhhead","pp4_pphhsize","pp4_pphouse","pp4_ppincimp","pp4_ppmarit","pp4_ppmsacat","pp4_ppreg4","pp4_ppreg9","pp4_pprent","pp4_ppt01","pp4_ppt25","pp4_ppt612","pp4_ppt1317","pp4_ppt18ov","pp4_ppwork","pp4_ppnet","pp4_ppcmdate_yrmo","pp4_newer","ppa2009_services_yrmo","ppa2009_how_often_services"
22526,1,1,1,1,3,201303,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,4,0,0,12,4,4,1,2,3,5,6,1,2,3,2,0,0,0,0,2,6,1,0,1,0,0
23286,1,1,1,1,0,201303,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,4,1,1,3,2,13,6,1,4,9,2,1,0,0,0,2,1,1,0,1,0,0
25495,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,3,3,9,5,1,3,7,2,0,0,0,0,3,1,1,201305,1,200903,1
26315,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,1,1,3,12,5,1,3,5,1,0,0,0,0,1,1,1,201309,1,200903,6
27355,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,1,11,5,1,3,5,1,0,0,0,0,2,2,1,201305,1,200903,4
27695,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,6,5,1,2,3,2,0,0,0,0,1,5,1,201306,1,200903,5
28536,1,1,1,1,1,201303,1,2011,4,2,2,2,0,1,0,0,3,2,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,3,0,0,12,4,1,1,2,1,15,6,1,2,4,1,0,0,0,0,2,1,1,201305,1,200902,5
29584,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,4,1,1,1,1,19,1,1,3,5,1,0,0,0,0,1,5,1,201305,1,200903,2
30393,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,9,3,1,2,3,2,0,0,0,0,1,1,1,201305,1,200903,6
31456,1,2,0,0,0,0,1,2009,2,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,3,1,13,6,1,3,6,1,0,0,0,0,3,1,1,200904,0,200903,0
32656,1,3,0,0,0,0,1,2011,6,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,2,1,17,6,1,1,2,1,0,0,0,0,2,5,1,200710,0,0,0
33536,1,1,1,1,1,201303,1,2011,4,2,2,2,0,1,0,0,2,1,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,4,0,0,14,4,1,1,2,2,18,6,1,4,9,1,0,0,0,0,2,2,1,201207,1,200905,4
34341,1,2,1,1,221,201303,2,2011,4,1,2,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,3,14,1,1,4,9,2,0,0,0,0,2,1,1,201007,0,200903,6
35653,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,1,1,2,1,12,6,1,4,8,1,0,0,0,0,2,1,1,201305,1,200903,6
36493,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,1,3,9,3,1,2,4,2,0,0,0,0,1,1,1,201209,1,200903,2
37656,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,2,2,11,6,1,1,2,1,0,0,0,0,2,5,1,201305,1,200908,0
38895,1,2,0,0,0,0,1,2011,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,1,1,4,3,1,4,9,2,0,0,0,0,1,5,1,201208,1,200903,0
39415,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,2,13,5,1,3,5,1,0,0,0,0,1,1,1,201305,1,200904,0
40335,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,1,1,1,3,15,5,1,4,9,2,0,0,0,0,1,1,1,201305,1,200902,0
41505,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,5,1,3,7,1,0,0,0,0,1,4,1,201306,1,200903,6
42645,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,2,7,5,1,2,3,1,0,0,0,0,1,5,1,201306,1,200903,6
43381,1,1,1,1,0,201303,1,2011,4,1,2,2,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,4,1,1,4,1,18,1,1,1,1,1,0,0,1,0,3,1,1,201305,1,200903,0
44486,1,2,1,1,4,201303,1,2011,4,1,2,2,1,2,2,0,0,2,0,1,1,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,2,1,2,3,15,4,1,4,9,2,0,0,0,0,2,1,1,201107,0,200905,5
45653,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,1,6,3,1,2,3,1,0,0,0,0,1,5,1,201107,0,200904,4
46746,1,1,1,1,2,201303,1,2011,4,1,2,2,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,4,1,1,2,1,12,1,1,4,8,1,0,0,0,0,2,5,1,201306,1,200903,0
48225,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,4,1,1,2,1,16,1,1,2,4,1,0,0,0,0,2,1,1,201305,1,200902,1
49731,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,1,1,2,1,11,1,0,1,1,1,0,0,0,0,2,5,1,201305,1,200903,0
50605,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,3,8,5,1,4,9,2,0,0,0,0,2,5,1,201305,1,200903,1
51376,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,4,1,3,1,15,5,1,3,5,1,0,0,0,0,3,1,1,201305,1,200902,6
53436,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,12,5,1,2,3,2,0,0,0,0,1,1,1,201108,0,200912,0
54415,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,0,2,1,6,5,1,4,9,1,0,0,0,0,2,4,1,201305,1,200903,6
55365,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,2,1,2,3,12,5,1,3,5,2,0,0,0,0,2,1,1,201305,1,200904,4
55686,1,3,1,2,0,201311,1,2009,2,2,4,2,0,1,0,0,1,2,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,10,6,1,4,9,1,0,0,0,0,2,5,1,200710,0,0,0
56536,1,1,1,1,2,201303,1,2011,4,2,2,2,0,1,0,0,2,2,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,4,0,0,12,4,4,1,2,1,12,6,1,4,8,2,0,0,0,0,2,1,1,201305,1,200903,0
57485,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,3,10,5,1,1,2,1,0,0,0,0,1,1,1,201107,0,200903,4
58295,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,14,1,1,4,9,1,0,0,0,0,2,1,1,201305,1,200902,6
59265,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,3,13,5,1,3,5,2,0,0,0,0,1,1,1,201305,1,200902,4
60743,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,1,1,2,3,13,3,1,4,9,2,0,0,0,0,2,5,0,200906,0,200903,2
62283,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,1,3,11,3,1,2,4,2,0,0,0,0,1,1,1,201106,0,200902,3
63435,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,1,12,5,1,3,5,1,0,0,0,0,1,1,1,201305,1,200903,5
64331,1,1,1,1,8,201303,2,2011,4,1,2,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,4,1,4,1,13,1,1,4,9,1,0,0,1,1,2,1,1,201305,1,200902,2
65446,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,1,1,7,5,1,3,5,1,0,0,0,0,1,2,1,201305,1,200903,0
66345,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,2,1,11,5,0,2,3,1,0,0,0,0,2,4,1,201309,1,200903,0
66484,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,1,1,4,3,1,3,5,2,0,0,0,0,1,6,0,201107,0,200902,0
67535,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,3,7,5,1,2,4,1,0,0,0,0,1,6,1,201306,1,200902,6
68546,1,1,1,1,0,201303,1,2011,4,1,2,2,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,4,1,1,2,2,17,6,1,2,4,1,0,0,0,0,2,1,1,201305,1,200911,4
69311,1,1,1,1,1,201304,2,2011,4,1,2,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,3,1,0,6,1,8,1,1,2,3,1,0,0,1,0,5,1,1,201206,1,200906,5
70603,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,3,3,1,1,2,2,0,0,0,0,1,6,1,200905,0,200905,4
71523,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,1,15,3,1,4,9,1,0,0,0,0,1,1,1,201306,1,200903,6
72515,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,0,3,1,7,5,1,2,3,1,0,0,0,1,2,7,1,201308,1,200904,4
73603,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,6,3,1,2,3,1,0,0,0,0,1,1,1,200905,0,200903,2
74415,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,1,14,5,0,4,9,1,0,0,0,0,1,1,1,201306,1,200905,4
75621,1,4,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,1,13,1,0,3,6,1,0,0,0,0,2,5,1,201007,0,200903,6
75685,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,3,6,5,1,3,5,2,0,0,0,0,1,5,1,201305,1,200903,0
76832,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,8,2,1,1,2,1,0,0,0,0,1,5,0,200904,0,200903,5
77256,1,2,0,0,0,0,2,2011,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,2,1,15,1,1,2,4,1,0,0,0,0,2,1,1,201207,1,200902,4
78351,1,1,1,1,2,201304,2,2011,4,1,2,2,0,2,1,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,1,1,2,2,15,1,1,3,5,1,0,0,0,0,2,4,1,201207,1,200903,0
79405,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,1,8,5,0,3,6,1,0,0,0,0,1,2,1,201106,0,200902,5
79731,1,1,1,1,7,201303,2,2011,4,1,2,3,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,4,1,1,2,2,13,1,1,2,3,1,0,0,0,0,2,5,1,201306,1,200903,5
80656,1,4,0,0,0,0,1,2011,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,2,15,6,1,1,2,1,0,0,0,0,1,5,1,201107,0,200903,0
81286,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,3,1,14,1,1,3,7,1,1,0,0,0,2,1,1,201305,1,200902,1
82431,1,2,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,3,1,6,1,1,2,4,3,0,0,0,0,3,1,1,201007,0,200903,6
83431,1,1,1,1,3,201303,2,2011,4,1,2,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,3,1,15,1,1,3,5,1,0,0,0,1,2,1,1,201305,1,200903,4
84485,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,1,12,5,1,3,7,1,0,0,0,0,1,1,1,200904,0,200903,5
85281,1,2,0,0,0,0,2,2011,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,4,1,16,1,0,3,5,1,0,1,1,0,2,1,1,201009,0,0,0
86591,1,2,0,0,0,0,2,2011,5,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,1,4,1,0,3,5,1,0,0,0,0,2,1,0,201007,0,200903,1
88205,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,3,1,16,5,1,2,3,1,0,0,0,0,3,4,1,201305,1,200904,6
89766,1,3,1,2,0,201311,1,2010,3,2,3,2,0,1,0,0,1,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,13,6,1,3,5,1,0,0,0,0,2,5,0,200904,0,200903,0
90315,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,1,13,5,1,1,2,1,0,0,0,0,2,2,1,201305,1,200905,0
92625,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,1,12,5,0,1,2,1,0,0,0,0,1,5,1,201305,1,200904,3
94431,1,1,1,1,4,201303,2,2011,4,1,2,2,0,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,4,4,1,2,1,15,1,1,4,9,1,0,0,0,0,2,1,1,201305,1,200903,6
95431,1,2,0,0,0,0,2,2011,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,5,1,14,1,1,2,4,1,0,0,0,2,3,1,1,200905,0,200905,2
96335,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,1,2,1,18,5,1,3,7,1,0,0,0,0,2,1,1,201305,1,200903,2
97195,1,1,1,1,1,201303,2,2011,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2012,9,0,1,1,12,4,1,0,2,1,13,5,0,2,3,2,0,0,0,0,2,2,1,201305,1,200902,3
98306,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,7,1,3,5,1,2,3,2,0,0,1,1,5,1,1,200905,0,200902,5
99611,1,1,1,1,4,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,3,0,2,1,15,1,1,3,5,1,0,0,0,0,2,5,1,201305,1,200903,3
100331,1,1,1,1,9,201303,2,2011,4,1,2,2,0,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4,1,1,6,1,14,1,1,4,9,1,0,2,2,0,2,2,1,201305,1,200902,5
101533,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,1,9,3,1,4,8,1,0,0,0,0,1,1,1,201306,1,200902,3
102345,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,3,1,9,5,0,3,5,3,0,0,0,0,3,1,1,201305,1,200902,1
103545,1,1,1,1,730,201303,2,2011,4,2,2,2,0,2,0,0,1,3,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,5,0,0,12,4,1,1,1,1,16,5,1,2,3,1,0,0,0,0,1,5,1,201308,1,200902,6
104565,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,1,1,6,5,1,3,7,1,0,0,0,0,1,1,1,201306,1,200903,6
105515,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,3,12,5,1,1,2,2,0,0,0,0,1,1,1,201010,0,200905,0
106296,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,1,3,10,5,1,3,5,2,0,0,0,0,1,1,1,201305,1,200902,3
107255,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,3,2,7,5,1,4,9,1,0,0,0,0,3,1,1,201306,1,200902,4
108381,1,4,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,4,2,16,1,1,4,9,2,0,0,2,0,2,4,1,200904,0,200903,4
108501,1,2,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,4,1,1,2,1,14,1,0,2,4,1,0,0,0,0,2,1,1,200802,0,200811,0
109706,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,2,4,10,6,0,2,3,1,0,0,0,0,2,1,0,200907,0,200902,5
110316,1,1,1,1,1,201303,1,2011,4,2,2,2,0,1,0,0,3,2,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,0,14,4,1,1,1,1,16,3,1,2,3,1,0,0,0,0,1,1,1,201306,1,200903,5
112646,1,1,1,1,7,201303,1,2011,4,1,2,2,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,2,1,13,1,1,4,9,2,0,0,0,0,2,1,1,201305,1,200905,0
113235,1,1,1,1,3,201303,2,2011,4,1,2,2,0,2,1,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,4,1,1,2,1,14,1,1,3,7,1,0,0,0,0,2,1,1,201305,1,200903,3
114276,1,1,1,1,0,201303,2,2011,4,1,2,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,4,1,1,3,1,13,1,1,2,3,1,1,0,0,0,2,1,1,201306,1,200904,4
115473,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,1,3,15,3,1,4,9,2,0,0,0,0,1,1,1,201305,1,200903,2
116271,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,2,1,14,1,1,2,4,2,0,0,0,0,2,1,1,201308,1,200903,3
117401,1,1,1,1,2,201303,2,2011,4,1,2,3,0,2,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,4,1,1,4,1,14,1,1,2,4,1,0,0,1,1,2,1,1,201306,1,200903,2
119371,1,1,1,1,3,201303,2,2011,4,1,2,3,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,1,1,3,3,5,1,1,3,7,2,0,0,0,0,3,6,1,201306,1,200903,1
119663,1,3,0,0,0,0,2,2010,3,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,3,13,3,1,3,5,1,0,0,0,0,1,5,1,200904,0,200903,5
120456,1,1,1,1,82845,201305,2,2011,4,1,2,2,0,2,1,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,4,1,3,1,18,1,1,4,9,1,0,0,0,0,3,1,1,201108,0,200905,0
121515,1,1,1,1,1,201303,2,2011,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2012,9,0,1,1,12,4,1,1,1,3,11,5,1,1,2,2,0,0,0,0,1,1,1,201305,1,200903,5
122441,1,3,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,2,4,10,1,0,2,3,1,0,0,0,0,2,7,0,200908,0,200902,1
123405,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,3,12,5,1,3,5,2,0,0,0,0,1,1,1,201308,1,200905,0
125346,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,0,2,1,11,6,1,4,9,2,0,0,0,0,2,1,0,200904,0,200903,0
126231,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,3,1,1,1,3,13,1,1,2,3,1,0,0,0,0,1,1,1,201305,1,200903,3
127425,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,1,1,3,17,5,1,3,5,2,0,0,0,0,1,1,1,201107,0,200903,3
128441,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,2,2,1,2,1,19,1,1,4,9,1,0,0,0,0,2,1,1,201305,1,200903,4
129595,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,1,11,5,1,3,7,1,0,0,0,0,1,5,1,201305,1,200903,5
