"caseid_new","w4_xqualified","w4_status","w4_complete","w4_source","w4_duration","w4_HCMST_interview_fin_yrmo","w4_xtype","w4_xyear","w4_xmonth","w4_xmarry","w4_xlast","w4_xwave1_month","w4_xcivil","w4_xss","w4_q1","w4_q2","w4_quality","w4_attractive","w4_attractive_partner","w4_q3","w4_q4","w4_mbtiming_year","w4_mbtiming_month","w4_q5","w4_q6","w4_q7","w4_mar_year","w4_mar_month","w4_civ_year","w4_q8_a","w4_q8_b","w4_q9","w4_q10","w4_nonmbtiming_year","w4_nonmbtiming_month","relationship_quality_w4","w4_broke_up","w234_combo_breakup","pp4_ppeduc","pp4_ppeducat","pp4_ppethm","pp4_pphhhead","pp4_pphhsize","pp4_pphouse","pp4_ppincimp","pp4_ppmarit","pp4_ppmsacat","pp4_ppreg4","pp4_ppreg9","pp4_pprent","pp4_ppt01","pp4_ppt25","pp4_ppt612","pp4_ppt1317","pp4_ppt18ov","pp4_ppwork","pp4_ppnet","pp4_ppcmdate_yrmo","pp4_newer","ppa2009_services_yrmo","ppa2009_how_often_services"
2016761,1,1,1,1,3,201303,2,2011,4,1,2,2,0,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,2,1,1,2,1,11,1,1,3,5,1,0,0,0,0,2,5,1,201305,1,200903,2
2017286,1,1,1,1,2,201303,2,2011,4,2,2,2,0,2,0,0,2,2,2,0,0,0,0,1,1,1,2011,7,0,0,0,0,0,0,0,4,0,0,14,4,1,0,3,3,11,1,1,2,3,1,1,0,0,0,2,2,1,201305,1,200903,0
2018495,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,1,2,1,14,5,1,4,9,1,0,0,0,0,2,1,1,201305,1,200903,5
2019435,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,2,4,8,5,1,4,9,1,0,0,0,0,2,6,1,201306,1,200902,0
2020261,1,1,1,1,1,201303,2,2011,5,1,2,2,0,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,3,1,1,4,1,13,1,0,1,1,1,0,1,1,0,2,1,1,201310,1,200903,1
2021515,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,1,9,5,1,3,5,1,0,0,0,0,1,1,1,201305,1,200903,4
2023291,1,1,0,0,0,0,2,2011,5,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,1,12,5,0,2,3,2,0,0,0,0,1,1,1,201308,1,200903,1
2024595,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,3,1,4,5,0,3,6,1,0,0,0,0,3,6,1,200904,0,200903,6
2025423,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,2,0,2,4,8,3,0,3,6,1,0,0,0,0,2,7,0,201007,0,200904,4
2026446,1,1,1,1,1,201303,1,2011,4,2,2,2,0,1,0,0,2,2,2,0,0,0,0,1,1,1,2011,11,0,0,0,0,0,0,0,4,0,0,9,2,1,1,2,2,13,1,1,3,5,2,0,0,0,0,2,1,1,201305,1,200903,6
2027521,1,1,1,1,2,201303,2,2011,3,1,2,2,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,4,1,1,4,1,13,1,1,3,5,2,0,0,1,1,2,3,1,201306,1,200903,1
2028576,1,2,0,0,0,0,1,2010,3,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,3,1,11,6,1,3,5,1,0,0,0,0,3,1,1,201010,0,200903,6
2029496,1,1,1,1,33,201303,1,2011,4,2,2,2,0,1,0,0,1,2,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,5,0,0,12,4,1,1,2,1,15,6,1,3,5,1,0,0,0,0,2,2,1,201306,1,200903,6
2030381,1,2,1,1,1230,201304,2,2010,3,1,3,2,0,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,1,1,5,1,14,1,0,3,6,1,0,0,2,1,2,1,1,201007,0,200906,3
2031541,1,3,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,1,17,1,1,2,3,1,0,0,0,0,2,1,1,200904,0,200905,6
2032535,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,10,5,1,1,2,1,0,0,0,0,1,1,0,200904,0,200903,0
2033463,1,4,0,0,0,0,2,2010,3,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,2,1,15,6,1,3,5,1,0,0,0,0,2,1,1,201007,0,200903,3
2034526,1,1,1,1,1,201303,1,2011,4,1,2,2,0,1,2,0,0,2,0,2,3,2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,1,1,2,1,15,6,1,3,5,1,0,0,0,0,2,1,1,201209,1,200903,0
2036461,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,4,1,1,2,1,17,1,1,3,5,1,0,0,0,0,2,1,1,201305,1,200904,2
2037441,1,1,1,1,11,201303,2,2011,4,1,2,2,0,2,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,1,1,3,3,12,1,1,1,1,1,0,0,0,0,3,2,1,201305,1,200903,0
2038275,1,1,1,1,1,201303,2,2011,5,1,2,2,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,3,1,1,10,1,13,1,1,1,2,1,0,3,0,1,6,1,1,201305,1,200903,5
2039531,1,2,0,0,0,0,1,2009,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,2,16,1,1,1,1,1,0,0,0,0,2,1,1,200905,0,200905,0
2040821,1,1,1,1,1464,201303,2,2011,4,1,2,2,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,1,1,2,1,13,1,1,1,2,1,0,0,0,0,2,5,1,201304,1,200903,6
2041791,1,3,1,2,0,201311,2,2011,6,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,2,1,12,1,1,4,8,1,0,0,0,0,2,5,0,200907,0,200905,2
2042523,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,9,3,1,3,6,1,0,0,0,0,1,2,1,201305,1,200904,0
2044583,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,3,13,3,1,3,5,1,0,0,0,0,1,1,1,201305,1,200902,5
2045781,1,4,0,0,0,0,2,2009,2,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,2,1,13,1,0,3,6,1,0,0,0,0,2,5,0,200904,0,200903,0
2046545,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,7,5,1,2,4,1,0,0,0,0,1,1,0,201305,1,200902,2
2047493,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,1,1,13,3,1,1,1,1,0,0,0,0,1,1,1,201007,0,200904,3
2049245,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,7,1,17,1,1,3,5,1,1,1,0,0,5,1,0,201305,1,200902,3
2052541,1,3,0,0,0,0,2,2011,6,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,1,2,1,16,1,1,1,2,1,0,0,0,0,2,1,1,200904,0,200903,4
2053443,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,1,1,1,12,5,1,2,3,1,0,0,0,0,1,1,1,201305,1,200903,4
2054533,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,1,3,0,3,6,1,0,0,0,0,1,6,0,201107,0,200903,3
2055481,1,2,1,1,2,201305,2,2010,5,1,3,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,4,1,3,1,13,1,1,3,7,1,0,0,0,0,3,1,1,200711,0,200809,0
2056495,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,1,2,5,1,2,3,1,0,0,0,0,2,2,0,201305,1,200903,6
2057205,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,3,1,18,5,1,3,5,1,0,0,0,0,3,1,1,201308,1,200904,4
2058585,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,1,3,1,8,5,1,3,5,1,0,0,0,0,3,1,0,200904,0,200903,5
2059581,1,4,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,1,18,1,0,3,6,1,0,0,0,0,2,2,0,200908,0,200904,2
2060381,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,3,1,14,1,1,2,3,1,0,0,0,0,3,1,1,201305,1,200902,0
2062511,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,1,1,0,2,1,13,1,0,2,4,2,0,0,0,0,2,1,1,201305,1,200903,6
2063205,1,1,1,1,3,201303,2,2011,5,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2011,10,0,1,1,12,4,1,0,4,1,19,5,1,3,5,1,0,0,0,0,4,1,1,201305,1,200904,4
2064651,1,4,0,0,0,0,2,2009,2,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,9,1,0,3,7,1,0,0,0,0,2,2,1,200904,0,200902,2
2065431,1,3,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,2,12,1,1,3,7,2,0,0,0,0,2,2,1,200904,0,200902,0
2066551,1,1,1,1,3,201303,2,2011,4,1,2,2,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,15,1,0,2,3,1,0,0,0,0,2,5,1,201305,1,200902,2
2067411,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,4,1,5,1,15,1,1,2,3,1,0,1,0,2,2,1,1,201305,1,200903,6
2068206,1,1,1,1,3,201303,2,2011,4,1,2,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,2,1,2,3,6,1,1,1,2,2,0,0,0,0,2,3,1,201304,1,200904,2
2069261,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,4,1,1,4,1,12,1,0,2,4,1,0,2,0,0,2,2,1,201307,1,200902,2
2070361,1,1,1,1,5,201304,2,2011,7,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,4,1,5,2,14,1,1,1,1,1,0,1,1,1,2,1,1,201305,1,200903,2
2071506,1,1,1,1,2,201303,1,2011,4,2,2,2,1,2,0,0,2,2,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,0,0,10,3,1,1,1,1,12,5,1,2,3,1,0,0,0,0,1,1,1,201305,1,200903,3
2072195,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,0,4,1,17,5,1,3,5,1,0,0,0,0,4,1,1,201206,1,200903,4
2073466,1,3,0,0,0,0,2,2009,2,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,4,1,17,6,1,3,7,1,0,0,0,0,4,1,1,200904,0,200903,5
2074513,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,1,8,3,1,2,4,1,0,0,0,0,1,1,0,200905,0,200903,4
2075404,1,2,0,0,0,0,1,2011,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,1,4,1,13,6,1,3,5,1,0,0,0,0,4,2,1,200905,0,200904,0
2076271,1,2,1,2,0,201304,2,2011,5,1,2,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,3,1,1,2,3,2,1,1,3,0,2,0,0,0,0,2,1,1,201111,1,200902,2
2077215,1,1,1,1,2,201303,2,2011,4,2,2,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2012,1,0,1,1,11,3,1,1,1,3,5,5,1,2,4,2,0,0,0,0,1,1,1,201305,1,200902,4
2078631,1,4,0,0,0,0,2,2009,2,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,1,11,1,1,2,3,1,0,0,0,0,2,1,1,200906,0,200903,4
2079721,1,4,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,7,1,1,1,1,1,0,0,0,0,2,5,1,201007,0,200903,5
2080896,1,1,1,1,4,201303,1,2011,4,2,2,2,0,1,0,0,2,2,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,4,0,0,10,3,1,0,2,1,3,5,1,3,5,3,0,0,0,0,2,2,1,201306,1,200903,0
2081362,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,3,11,2,1,1,2,1,0,0,0,0,1,1,1,200806,0,200903,4
2083271,1,2,0,0,0,0,2,2011,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,6,1,12,1,1,2,3,1,0,2,2,0,2,7,1,201107,0,200903,2
2084411,1,4,0,0,0,0,2,2011,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,1,6,1,16,1,1,3,5,1,0,0,0,1,5,1,1,201308,1,200904,6
2085245,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,3,1,14,5,1,2,3,1,0,0,0,0,3,1,1,200904,0,200903,4
2086556,1,1,1,1,1,201303,1,2011,4,2,2,2,1,2,0,0,1,2,2,0,0,0,0,1,1,1,2012,12,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,16,6,1,4,9,1,0,0,0,0,2,1,1,201305,1,200903,0
2087543,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,11,3,0,2,3,2,0,0,0,0,1,1,1,200904,0,200902,5
2088471,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,5,1,2,3,14,1,1,4,9,1,0,0,0,0,2,1,1,201305,1,200903,0
2089361,1,1,1,1,1,201305,2,2011,4,1,2,2,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,4,4,1,5,1,17,1,1,2,3,1,0,1,1,1,2,1,1,201305,1,200903,5
2090195,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,2,2,13,5,1,3,5,1,0,0,0,0,2,1,1,201107,0,200903,4
2091581,1,2,1,1,0,201304,2,2010,3,1,3,2,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,1,1,2,1,15,1,1,4,8,1,0,0,0,0,2,1,1,201309,1,200903,6
2092496,1,1,1,1,1,201303,1,2011,4,2,2,2,1,2,0,0,1,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,17,6,1,4,9,1,0,0,0,0,2,1,1,201305,1,200905,5
2093501,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,1,1,3,1,15,1,1,1,1,1,0,0,0,0,3,1,1,201308,1,201006,6
2095281,1,2,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,1,12,4,1,2,4,1,0,0,1,0,1,1,1,201007,0,200902,2
2096536,1,1,1,1,1,201303,1,2011,4,2,2,2,1,2,0,0,1,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,11,3,1,1,2,1,16,6,1,4,9,1,0,0,0,0,2,1,1,201306,1,200903,2
2097411,1,2,1,1,1,201305,2,2011,5,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,4,4,1,5,1,12,1,1,1,2,1,0,0,3,0,2,1,1,201007,0,200902,2
2098515,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,1,3,4,5,1,1,2,2,0,0,0,0,1,6,0,201305,1,200902,6
2099831,1,4,0,0,0,0,2,2009,2,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,2,1,11,1,1,3,6,1,0,0,0,0,2,5,1,200904,0,200903,2
2100743,1,1,1,1,6,201303,2,2011,4,2,2,2,0,2,0,0,2,3,3,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,4,0,0,6,1,1,1,1,3,5,3,1,1,2,2,0,0,0,0,1,5,1,201304,1,200903,5
2101416,1,1,1,1,2,201303,2,2011,4,2,2,2,0,2,0,0,1,3,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,5,0,0,9,2,1,1,5,1,7,6,1,3,5,2,0,1,0,0,4,4,1,201307,1,200903,0
2102553,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,3,7,3,1,1,2,2,0,0,0,0,1,6,1,201107,0,200903,2
2103296,1,1,1,1,20,201303,2,2011,4,2,2,2,0,2,0,0,2,2,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,4,0,0,12,4,2,1,1,3,12,5,1,1,2,2,0,0,0,0,1,1,1,201305,1,200903,6
2105421,1,1,1,1,941,201303,2,2011,4,1,2,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,3,1,12,1,1,2,3,1,0,0,1,0,2,1,1,201305,1,200903,2
2106235,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,3,2,13,5,1,4,9,1,0,0,0,0,3,4,1,200711,0,200903,5
2107491,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,3,1,15,1,1,4,8,1,0,0,0,0,3,2,1,201306,1,200903,4
2108781,1,1,1,1,6,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,13,1,0,1,2,1,0,0,0,0,2,5,0,201305,1,200904,4
2109285,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,0,3,3,12,5,1,4,9,2,0,0,0,0,3,4,1,201010,0,200902,4
2110451,1,1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,2,1,1,2,1,10,1,1,4,9,2,0,0,0,0,2,1,1,201305,1,200908,3
2111623,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,3,8,3,1,4,8,2,0,0,0,0,1,6,1,200904,0,200903,3
2112291,1,4,0,0,0,0,2,2010,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,3,1,18,1,1,1,2,1,0,0,0,0,3,1,1,201007,0,200902,0
2114411,1,2,0,0,0,0,2,2011,4,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,4,1,12,1,1,1,2,1,0,0,0,2,2,1,1,201206,1,200902,3
2115305,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,4,1,16,5,1,2,3,1,0,0,0,0,4,1,1,200904,0,200903,2
2116555,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,2,1,10,5,0,2,4,1,0,0,0,0,2,5,1,201306,1,200903,0
2117621,1,1,1,1,7,201304,2,2011,4,1,2,2,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,1,1,2,4,6,1,1,2,3,1,0,0,0,0,2,6,1,201306,1,200904,4
2118245,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,0,3,1,19,5,1,4,9,1,0,0,0,0,3,7,1,201007,0,200903,6
2119791,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,3,1,13,1,1,2,3,1,0,0,0,0,3,5,1,200904,0,200903,2
2120526,1,1,1,1,2,201303,1,2011,4,2,2,2,0,1,0,0,1,2,2,0,0,0,0,1,1,2,0,0,2012,2,0,0,0,0,0,5,0,0,14,4,1,1,2,1,16,6,1,2,3,1,0,0,0,0,2,2,1,201305,1,200903,0
2121436,1,1,1,1,1,201303,1,2011,4,2,2,2,0,1,0,0,1,2,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,5,0,0,12,4,1,1,2,1,12,6,1,3,5,1,0,0,0,0,2,2,1,201305,1,200902,0
2124215,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,0,3,1,14,5,1,3,6,1,0,0,0,0,3,2,1,201305,1,200903,4
2125215,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,2,1,14,5,0,2,4,1,0,0,0,0,2,1,1,201308,1,200902,5
2126533,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,1,3,4,3,1,3,7,2,0,0,0,0,1,6,0,201107,0,200903,2
2127441,1,1,1,1,2,201303,2,2011,4,1,2,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,6,1,18,1,1,1,2,1,0,1,2,0,3,1,1,201305,1,200902,2
2128441,1,1,1,1,3,201303,2,2011,4,1,2,2,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,0,2,1,14,1,1,3,5,1,0,0,0,0,2,2,1,201305,1,200902,0
2129652,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,2,2,1,3,5,1,0,0,0,0,1,5,1,200908,0,200902,6
2130225,1,1,1,1,1,201303,2,2011,4,2,2,2,0,2,0,0,1,2,2,0,0,0,0,1,1,1,2012,9,0,0,0,0,0,0,0,5,0,0,12,4,1,1,3,3,15,6,1,1,2,2,0,0,0,1,2,1,1,201305,1,200903,3
2131426,1,4,0,0,0,0,1,2010,3,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,1,2,3,17,1,1,3,5,1,0,0,0,0,2,1,1,201007,0,200910,0
2133603,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,1,7,3,1,1,1,1,0,0,0,0,2,1,1,200908,0,200903,0
